,tweet_processed,Topics
237,"makes you wonder how much has gates given to scomo or dan xiping andrews 

auspol covidvic covidaus covidvaccine covid auspol coviduk covidsa covidnsw covidqld covidwa covidnt covidtas ",lockdown
113,quarantine in usa i returning from abroad i travel diaries apart quarantine is not required for the health of family we did it covid covidtravel usaquarantine coronavirus covidvax covidvaccine phizer travel youtubers subscribe,lockdown
1479,when world is busy how to handle the covid  india is busy making new law in kashmir india fight with corona,lockdown
1480,this is crazy we cannot afford to lose our front line workers for covid,lockdown
1481,i want this coronavirus to end so i can go outside but no im stuck in my house,lockdown
160,the delay in covidvaccine for kids was never about safety it's about pandering to the antivaxxers and we have let kids get infected with something that may result in permanent disability or worse (think sspe from measles) ,lockdown
313,unvaccinated medical workers turn to religious exemptions covidvaccine  ,lockdown
1486,we have been warned that depletion of wildlife habitats paved the way for emergence of viruses like hiv ebola and coronavirus yet we want to destroy primary forest areas in dehing patkai and dibang valley,lockdown
1335,stay up to date on your covid- protect yourself and your loved ones,lockdown
1708,both the masks made for medical personnel and for consumer purchase require a once-obscure material called melt-blown fabric,lockdown
739,"do  really think that  covid policy is working
no it's not and the latest covid case  spike is the proof it's better to accept the fact that corona virus isn't going to eradicate soon



fmwangyisaveindianstudents 
takeusbacktochina",lockdown
557,"airnewzealand reveals the start date of direct auckland to newyork flights after the original launch date was delayed by the pandemic

",lockdown
679,"batshit crazy russians 'found' ukrainian trace in covid- pandemic

 covid disinformation fakenews pandemic putin russia ukraine ukrainiantrace war cancelrussia standwithukriane ukraineunderattack

",lockdown
1005,my mental health hasn't suffered at all under the coronavirus quarantine ha-ha april fools,lockdown
1004, people might have died in china from covid but china was underreporting according to sources,lockdown
677,"the pandemic has been a great conversation starter if nothing else

pandemic awkwardsilence covid",lockdown
515,"we all want the disruption and anxiety to stop but we wont achieve that with policies that pretend the pandemic is over when it isnt
covidisnotover 
        ",lockdown
